r	b	swpd	free	buff	cache	si	so	bi	bo	in	cs	us	sy	id	wa	st	gu	CST
1	0	0	77155192	526976	124819560	0	0	0	53593	37565	113109	7	3	90	0	0	0	2025-11-13 18:02:28
1	0	0	76997160	526980	124830464	0	0	0	64171	36793	108883	7	2	90	0	0	0	2025-11-13 18:02:33
2	0	0	76868620	526988	124835120	0	0	0	52565	24853	44348	1	1	99	0	0	0	2025-11-13 18:02:38
2	0	0	76717812	526992	124834336	0	0	0	60508	38030	110162	7	3	91	0	0	0	2025-11-13 18:02:43
3	0	0	76574780	527000	124853844	0	0	0	57728	25818	46420	1	1	99	0	0	0	2025-11-13 18:02:48
1	0	0	76343668	527044	124863764	0	0	0	53735	41479	117579	7	3	90	0	0	0	2025-11-13 18:02:53
84	0	0	76272324	527048	124873052	0	0	0	63078	33675	81786	2	1	97	0	0	0	2025-11-13 18:02:58
1	0	0	76141424	527052	124879360	0	0	0	52631	32651	77294	6	2	92	0	0	0	2025-11-13 18:03:03
4	0	0	75998280	527052	124895904	0	0	0	63295	40764	118346	7	3	90	0	0	0	2025-11-13 18:03:08
3	0	0	75888412	527060	124897104	0	0	0	52947	26640	47576	1	1	99	0	0	0	2025-11-13 18:03:13
3	0	0	75790324	527064	124905560	0	0	0	54102	40187	116996	7	2	90	0	0	0	2025-11-13 18:03:18
1	0	0	75649228	527068	124915768	0	0	0	64511	26601	47911	1	1	99	0	0	0	2025-11-13 18:03:23
2	0	0	75550856	527076	124923832	0	0	0	52299	38945	113580	7	2	90	0	0	0	2025-11-13 18:03:28
59	0	0	75416464	527080	124937864	0	0	0	63640	30347	69165	1	1	98	0	0	0	2025-11-13 18:03:33
2	0	0	75294952	527088	124940864	0	0	0	52313	35618	92016	7	2	91	0	0	0	2025-11-13 18:03:38
1	0	0	75172636	527096	124938804	0	0	0	62392	39282	114915	7	2	90	0	0	0	2025-11-13 18:03:43
3	0	0	75033404	527100	124958544	0	0	0	54732	25959	46266	1	1	99	0	0	0	2025-11-13 18:03:48
1	0	0	74816752	527160	124968408	0	0	0	52850	41443	118208	7	2	90	0	0	0	2025-11-13 18:03:53
2	0	0	74719124	527168	124979484	0	0	0	64075	28745	47671	1	1	99	0	0	0	2025-11-13 18:03:58
1	0	0	74590096	527172	124989276	0	0	0	53488	39214	113097	7	2	91	0	0	0	2025-11-13 18:04:03
86	1	0	74391412	527180	125041408	0	0	0	63925	34601	84774	3	1	95	0	0	0	2025-11-13 18:04:08
1	1	0	74283516	527188	125030240	0	0	0	52757	33081	81999	5	2	94	0	0	0	2025-11-13 18:04:13
1	2	0	74191540	527192	125035212	0	0	0	38458	39712	117990	7	2	90	0	0	0	2025-11-13 18:04:18
2	1	0	74087856	527192	125068784	0	0	0	32226	25967	46257	1	1	99	0	0	0	2025-11-13 18:04:23
1	0	0	74000376	527192	125046552	0	0	0	46180	37995	110929	7	2	90	0	0	0	2025-11-13 18:04:28
2	0	0	73835296	527196	125078556	0	0	0	53280	25958	46514	1	0	99	0	0	0	2025-11-13 18:04:33
2	0	0	73700272	527200	125056944	0	0	0	63428	37585	106132	7	2	91	0	0	0	2025-11-13 18:04:38
78	0	0	73546416	527204	125074244	0	0	0	52953	36261	104555	4	2	94	0	0	0	2025-11-13 18:04:43
2	0	0	73400056	527212	125093828	0	0	0	53415	28128	48939	4	1	96	0	0	0	2025-11-13 18:04:48
1	0	0	73154592	527268	125076560	0	0	0	64523	41979	117503	7	2	90	0	0	0	2025-11-13 18:04:53
2	0	0	73073524	527272	125102388	0	0	0	53071	28785	47178	1	1	98	0	0	0	2025-11-13 18:04:58
1	0	0	72941008	527276	125094452	0	0	0	63413	39699	111732	7	2	91	0	0	0	2025-11-13 18:05:03
81	0	0	72799488	527280	125110516	0	0	0	52856	32667	81442	1	1	97	0	0	0	2025-11-13 18:05:08
1	0	0	72664376	527284	125119660	0	0	0	52283	34527	83955	7	2	91	0	0	0	2025-11-13 18:05:13
1	0	0	72490544	527292	125119836	0	0	0	62920	39741	115082	7	2	90	0	0	0	2025-11-13 18:05:18
1	0	0	72348708	527296	125130672	0	0	0	53213	26505	47688	1	1	99	0	0	0	2025-11-13 18:05:23
1	0	0	72186252	527304	125139400	0	0	0	63746	38204	109523	7	2	90	0	0	0	2025-11-13 18:05:28
1	0	0	72047132	527308	125144112	0	0	0	53840	25599	45712	1	1	99	0	0	0	2025-11-13 18:05:33
2	1	0	71898760	527308	125143416	0	0	0	58507	37638	110227	7	3	90	0	0	0	2025-11-13 18:05:38
76	0	0	71744760	527308	125164196	0	0	0	59290	30073	78330	1	1	98	0	0	0	2025-11-13 18:05:43
1	0	0	71611656	527312	125170444	0	0	0	52647	34266	82987	7	2	91	0	0	0	2025-11-13 18:05:48
1	0	0	71296836	527364	125182096	0	0	0	64094	41218	112006	7	2	90	0	0	0	2025-11-13 18:05:53
1	0	0	71278740	527368	125189316	0	0	0	52732	29607	48954	1	1	99	0	0	0	2025-11-13 18:05:58
1	0	0	71139204	527376	125187508	0	0	0	59211	40505	119208	7	3	90	0	0	0	2025-11-13 18:06:03
1	0	0	70980932	527384	125207636	0	0	0	57424	27834	48385	1	1	99	0	0	0	2025-11-13 18:06:08
2	0	0	70840108	527392	125215760	0	0	0	52767	39744	116380	7	2	90	0	0	0	2025-11-13 18:06:13
66	0	0	70662752	527392	125228976	0	0	0	64067	31870	81913	4	2	94	0	0	0	2025-11-13 18:06:18
2	0	0	70549476	527400	125232560	0	0	0	53668	33410	81140	5	1	93	0	0	0	2025-11-13 18:06:23
1	0	0	70402172	527404	125240260	0	0	0	64573	39109	115692	7	3	90	0	0	0	2025-11-13 18:06:28
2	0	0	70250428	527408	125250216	0	0	0	52518	25269	45161	1	1	99	0	0	0	2025-11-13 18:06:33
1	0	0	70126548	527412	125260964	0	0	0	53850	38274	117478	7	3	90	0	0	0	2025-11-13 18:06:38
1	0	0	69918616	527416	125269780	0	0	0	64867	24842	44725	1	1	99	0	0	0	2025-11-13 18:06:43
2	0	0	69773396	527416	125279500	0	0	0	52863	39816	117306	7	3	90	0	0	0	2025-11-13 18:06:48
90	0	0	69473800	527436	125288840	0	0	0	78714	35075	83880	3	2	95	0	0	0	2025-11-13 18:06:53
2	0	0	69424668	527448	125294040	0	0	0	52028	35126	76730	5	2	94	0	0	0	2025-11-13 18:06:58
4	0	0	69293552	527448	125301500	0	0	0	55366	39868	114371	7	3	90	0	0	0	2025-11-13 18:07:03
3	0	0	69134288	527452	125316892	0	0	0	61811	27331	47637	1	1	99	0	0	0	2025-11-13 18:07:08
2	0	0	69000164	527460	125321048	0	0	0	52843	38498	115605	7	2	90	0	0	0	2025-11-13 18:07:13
1	0	0	68840940	527464	125331208	0	0	0	63844	25633	45522	1	1	98	0	0	0	2025-11-13 18:07:18
3	0	0	68689104	527464	125342656	0	0	0	52888	38819	115651	7	2	90	0	0	0	2025-11-13 18:07:23
2	0	0	68552612	527468	125341236	0	0	0	60356	37809	115786	7	3	90	0	0	0	2025-11-13 18:07:28
3	0	0	68389400	527468	125360724	0	0	0	58033	26225	47090	1	1	98	0	0	0	2025-11-13 18:07:33
1	0	0	68239660	527472	125370276	0	0	0	52674	38819	114357	7	2	90	0	0	0	2025-11-13 18:07:38
2	0	0	68016860	527476	125426480	0	0	0	64639	25398	45742	1	1	99	0	0	0	2025-11-13 18:07:43
1	1	0	67879428	527476	125415648	0	0	0	53439	37869	112656	7	3	91	0	0	0	2025-11-13 18:07:48
2	1	0	67568404	527496	125448672	0	0	0	41654	26087	45952	1	1	99	0	0	0	2025-11-13 18:07:53
3	1	0	67640296	527520	125423412	0	0	0	45821	42561	118158	7	3	90	0	0	0	2025-11-13 18:07:58
1	1	0	67557792	527524	125431504	0	0	0	33527	37365	112369	7	2	91	0	0	0	2025-11-13 18:08:03
1	0	0	67410528	527532	125465352	0	0	0	49730	25248	44241	1	1	99	0	0	0	2025-11-13 18:08:08
2	0	0	67274528	527536	125441620	0	0	0	64290	39064	116712	7	2	90	0	0	0	2025-11-13 18:08:13
2	0	0	67115652	527544	125474580	0	0	0	53612	25793	45930	1	1	99	0	0	0	2025-11-13 18:08:18
2	0	0	66963704	527552	125453728	0	0	0	64800	38661	118382	7	2	90	0	0	0	2025-11-13 18:08:23
35	0	0	66801092	527556	125477132	0	0	0	53458	31237	82771	2	1	96	0	0	0	2025-11-13 18:08:28
2	0	0	66658820	527564	125489888	0	0	0	53050	31165	75805	6	2	93	0	0	0	2025-11-13 18:08:33
1	0	0	66487808	527568	125478972	0	0	0	64647	38535	115288	7	3	91	0	0	0	2025-11-13 18:08:38
1	0	0	66337860	527568	125500204	0	0	0	53255	24841	44747	1	1	99	0	0	0	2025-11-13 18:08:43
1	0	0	66174144	527572	125499088	0	0	0	64670	40116	118807	7	3	90	0	0	0	2025-11-13 18:08:48
1	0	0	66038368	527580	125510536	0	0	0	52644	25708	46207	1	1	99	0	0	0	2025-11-13 18:08:53
2	0	0	65900816	527636	125500160	0	0	0	62508	44599	118530	7	3	90	0	0	0	2025-11-13 18:08:58
61	0	0	65746184	527636	125521248	0	0	0	54471	29186	63586	1	1	98	0	0	0	2025-11-13 18:09:03
2	0	0	65616668	527640	125527960	0	0	0	52422	36362	99516	7	2	91	0	0	0	2025-11-13 18:09:08
1	1	0	65408512	527648	125540600	0	0	0	64578	37817	114189	7	2	91	0	0	0	2025-11-13 18:09:13
1	0	0	65279168	527656	125546592	0	0	0	52589	24959	45541	1	1	99	0	0	0	2025-11-13 18:09:18
2	0	0	65120824	527664	125545380	0	0	0	64780	38528	114686	7	2	90	0	0	0	2025-11-13 18:09:23
3	0	0	64982652	527668	125563688	0	0	0	53685	24567	43972	1	1	99	0	0	0	2025-11-13 18:09:28
2	0	0	64843636	527672	125576300	0	0	0	53469	37993	112126	7	2	91	0	0	0	2025-11-13 18:09:33
2	0	0	64677228	527680	125585148	0	0	0	63781	37558	109814	7	3	90	0	0	0	2025-11-13 18:09:38
2	0	0	64542388	527688	125590600	0	0	0	53309	25435	45638	1	1	98	0	0	0	2025-11-13 18:09:43
1	0	0	64372096	527692	125592140	0	0	0	65168	38916	116654	7	2	90	0	0	0	2025-11-13 18:09:48
1	0	0	64225408	527700	125610188	0	0	0	53413	25621	45871	1	1	99	0	0	0	2025-11-13 18:09:53
2	0	0	63962724	527736	125618016	0	0	0	53504	43287	118092	7	3	90	0	0	0	2025-11-13 18:09:58
1	0	0	63879488	527744	125629968	0	0	0	65262	31756	76907	4	2	94	0	0	0	2025-11-13 18:10:03
3	0	0	63731760	527752	125635724	0	0	15	53398	31077	77932	4	1	95	0	0	0	2025-11-13 18:10:08
1	0	0	63588208	527760	125639616	0	0	0	65039	37165	111987	7	2	90	0	0	0	2025-11-13 18:10:13
1	0	0	63439440	527764	125653912	0	0	0	53664	23747	42745	1	0	99	0	0	0	2025-11-13 18:10:18
2	0	0	63307228	527772	125663752	0	0	4	53591	37085	115431	7	2	91	0	0	0	2025-11-13 18:10:23
84	0	0	63139644	527780	125676440	0	0	0	65743	29283	78822	1	1	97	0	0	0	2025-11-13 18:10:28
1	0	0	63006348	527784	125681832	0	0	0	52715	30805	76945	6	2	92	0	0	0	2025-11-13 18:10:33
1	0	0	62843260	527784	125679776	0	0	0	62829	35728	101961	7	2	90	0	0	0	2025-11-13 18:10:38
1	0	0	62687244	527788	125699800	0	0	0	56258	24389	44425	1	0	99	0	0	0	2025-11-13 18:10:43
1	0	0	62552448	527792	125708368	0	0	0	53048	37005	115476	7	3	90	0	0	0	2025-11-13 18:10:48
2	0	0	62341668	527796	125718140	0	0	0	65325	24028	43469	1	0	99	0	0	0	2025-11-13 18:10:53
4	0	0	62087632	527852	125725320	0	0	0	53786	40424	116024	7	3	90	0	0	0	2025-11-13 18:10:58
2	0	0	62015508	527856	125724336	0	0	0	63320	38400	112844	7	3	90	0	0	0	2025-11-13 18:11:03
2	0	0	61868464	527860	125742052	0	0	0	53113	26318	46233	1	1	98	0	0	0	2025-11-13 18:11:08
1	0	0	61729500	527864	125752736	0	0	0	53681	38480	112854	7	2	90	0	0	0	2025-11-13 18:11:13
3	0	0	61503000	527868	125810604	0	0	0	65218	25970	46650	1	1	99	0	0	0	2025-11-13 18:11:18
2	1	0	61398540	527872	125798204	0	0	0	53569	38703	115506	7	3	90	0	0	0	2025-11-13 18:11:23
4	1	0	61248732	527872	125828436	0	0	0	42317	31362	81046	2	1	97	0	0	0	2025-11-13 18:11:28
1	1	0	61191452	527880	125810696	0	0	0	40305	31577	74885	6	2	92	0	0	0	2025-11-13 18:11:33
2	1	0	61081196	527884	125815364	0	0	0	39707	37925	114222	7	2	90	0	0	0	2025-11-13 18:11:38
1	0	0	60928876	527888	125848232	0	0	0	50727	26323	47811	1	1	99	0	0	0	2025-11-13 18:11:43
1	0	0	60761308	527896	125826212	0	0	0	64986	37381	108104	7	2	91	0	0	0	2025-11-13 18:11:48
1	0	0	60598436	527900	125858020	0	0	0	53765	24833	44996	1	1	99	0	0	0	2025-11-13 18:11:53
1	0	0	60362072	527932	125835580	0	0	0	65339	42624	118372	7	3	90	0	0	0	2025-11-13 18:11:58
78	0	0	60311264	527936	125868440	0	0	0	53718	27784	59062	1	1	98	0	0	0	2025-11-13 18:12:03
1	0	0	60176080	527944	125864400	0	0	0	57052	36329	99143	7	2	91	0	0	0	2025-11-13 18:12:08
1	0	0	60022140	527948	125860328	0	0	0	61485	38282	116407	7	2	91	0	0	0	2025-11-13 18:12:13
1	0	0	59859656	527952	125883800	0	0	0	53479	25790	46325	1	1	99	0	0	0	2025-11-13 18:12:18
2	0	0	59698944	527960	125879604	0	0	0	64617	38258	114044	7	2	90	0	0	0	2025-11-13 18:12:23
1	0	0	59553428	527964	125894088	0	0	0	53427	25376	45422	1	1	99	0	0	0	2025-11-13 18:12:28
1	0	0	59423948	527972	125899732	0	0	0	53402	37757	113344	7	2	90	0	0	0	2025-11-13 18:12:33
1	0	0	59229568	527980	125907044	0	0	0	64922	38140	113068	7	2	90	0	0	0	2025-11-13 18:12:38
1	0	0	59086928	527984	125913428	0	0	0	53491	25320	45698	1	1	99	0	0	0	2025-11-13 18:12:43
1	1	0	58918248	527984	125923568	0	0	0	64718	37493	109653	7	2	91	0	0	0	2025-11-13 18:12:48
2	0	0	58797744	527984	125929536	0	0	0	53515	24776	45003	1	1	99	0	0	0	2025-11-13 18:12:53
2	0	0	58534744	528044	125929696	0	0	0	61181	41837	115610	7	3	90	0	0	0	2025-11-13 18:12:58
80	0	0	58456028	528052	125949772	0	0	0	59122	28292	71302	1	1	98	0	0	0	2025-11-13 18:13:03
1	0	0	58322564	528056	125959308	0	0	0	53437	32450	79233	6	2	92	0	0	0	2025-11-13 18:13:08
1	0	0	58157976	528060	125969100	0	0	0	64783	37481	112034	7	2	91	0	0	0	2025-11-13 18:13:13
1	0	0	58017816	528072	125974760	0	0	0	54847	25598	46213	1	1	99	0	0	0	2025-11-13 18:13:18
3	0	0	57861700	528092	125976292	0	0	1	59342	37944	108286	7	2	90	0	0	0	2025-11-13 18:13:23
83	0	0	57663456	528100	125995192	0	0	0	61618	29550	75734	2	1	97	0	0	0	2025-11-13 18:13:28
1	0	0	57520424	528108	126002704	0	0	0	54675	30363	69634	6	1	93	0	0	0	2025-11-13 18:13:33
2	0	0	57340644	528108	126013400	0	0	0	65929	37326	112228	7	3	90	0	0	0	2025-11-13 18:13:38
1	0	0	57200404	528108	126020868	0	0	0	55319	24895	45498	1	1	99	0	0	0	2025-11-13 18:13:43
1	0	0	57056768	528112	126029780	0	0	0	54206	37424	113856	7	3	90	0	0	0	2025-11-13 18:13:48
2	0	0	56875544	528120	126039888	0	0	0	64808	23531	42698	1	1	99	0	0	0	2025-11-13 18:13:53
1	0	0	56643732	528180	126046956	0	0	0	53729	41107	119382	7	3	90	0	0	0	2025-11-13 18:13:58
80	0	0	56549532	528188	126059724	0	0	0	64498	35688	106448	4	2	93	0	0	0	2025-11-13 18:14:03
1	0	0	56423476	528196	126064532	0	0	0	53552	26584	45395	3	1	96	0	0	0	2025-11-13 18:14:08
3	0	0	56272196	528196	126071540	0	0	0	56371	37210	113895	7	3	90	0	0	0	2025-11-13 18:14:13
1	0	0	56081268	528200	126085064	0	0	0	62841	24792	44786	1	1	98	0	0	0	2025-11-13 18:14:18
2	0	0	56157996	528204	126093116	0	0	0	54696	38748	113561	9	2	89	0	0	0	2025-11-13 18:14:23
1	0	0	56013084	528204	126103500	0	0	0	64494	25460	45984	1	1	99	0	0	0	2025-11-13 18:14:28
1	0	0	55870848	528208	126112892	0	0	0	53060	39423	118776	7	3	90	0	0	0	2025-11-13 18:14:33
2	0	0	55736756	528208	126121612	0	0	0	54480	38108	115647	7	3	90	0	0	0	2025-11-13 18:14:38
1	0	0	55564804	528216	126130684	0	0	0	64798	26349	47649	1	1	99	0	0	0	2025-11-13 18:14:43
2	0	0	55428852	528220	126138348	0	0	0	53455	38973	115926	7	2	90	0	0	0	2025-11-13 18:14:48
2	0	0	55220516	528224	126180980	0	0	0	65130	25258	45758	1	1	99	0	0	0	2025-11-13 18:14:53
2	1	0	54960216	528272	126180904	0	0	0	66688	42442	118975	7	3	90	0	0	0	2025-11-13 18:14:58
130	2	0	54919288	528276	126206940	0	0	0	43876	29853	70572	4	2	95	0	0	0	2025-11-13 18:15:03
2	1	0	54816968	528284	126202764	0	0	0	44304	32500	78695	4	2	94	0	0	0	2025-11-13 18:15:08
2	1	0	54719264	528288	126202908	0	0	0	36760	37061	109712	7	2	91	0	0	0	2025-11-13 18:15:13
1	0	0	54590744	528288	126235052	0	0	0	48475	25256	45117	1	1	99	0	0	0	2025-11-13 18:15:18
2	0	0	54414316	528296	126213488	0	0	0	65170	37819	111135	7	2	91	0	0	0	2025-11-13 18:15:23
1	0	0	54261096	528304	126247092	0	0	0	53065	25247	45456	1	1	99	0	0	0	2025-11-13 18:15:28
1	0	0	54116764	528308	126226508	0	0	0	64849	37301	109705	7	2	91	0	0	0	2025-11-13 18:15:33
1	0	0	53979444	528312	126231644	0	0	0	54079	37298	114187	7	2	90	0	0	0	2025-11-13 18:15:38
2	0	0	53814164	528312	126264964	0	0	0	52657	23963	43395	1	0	99	0	0	0	2025-11-13 18:15:43
1	0	0	53646220	528320	126250992	0	0	0	65175	36486	112796	7	2	90	0	0	0	2025-11-13 18:15:48
1	0	0	53494940	528324	126276116	0	0	0	54313	23907	43419	1	0	99	0	0	0	2025-11-13 18:15:53
2	0	0	53209436	528356	126265308	0	0	0	66575	41946	118461	7	3	90	0	0	0	2025-11-13 18:15:58
21	0	0	53174640	528364	126279236	0	0	0	53034	30664	80054	2	1	97	0	0	0	2025-11-13 18:16:03
1	0	0	53035528	528368	126288788	0	0	0	53343	32040	77618	6	2	92	0	0	0	2025-11-13 18:16:08
3	0	0	52878076	528368	126296304	0	0	0	64129	38371	117799	7	2	90	0	0	0	2025-11-13 18:16:13
1	0	0	52738740	528376	126301020	0	0	0	52833	24250	44213	1	0	99	0	0	0	2025-11-13 18:16:18
1	1	0	52572680	528380	126317680	0	0	0	65029	37110	111549	7	2	90	0	0	0	2025-11-13 18:16:23
2	0	0	52435084	528380	126319640	0	0	0	54047	24071	42904	1	1	99	0	0	0	2025-11-13 18:16:28
2	0	0	52298688	528380	126330068	0	0	0	53242	37421	113517	7	2	90	0	0	0	2025-11-13 18:16:33
85	0	0	52096468	528388	126346244	0	0	0	65209	36102	111395	6	2	92	0	0	0	2025-11-13 18:16:38
3	0	0	51961860	528396	126347948	0	0	0	54087	24643	42137	2	1	97	0	0	0	2025-11-13 18:16:43
2	0	0	51788064	528396	126357128	0	0	0	64981	37028	108980	7	2	90	0	0	0	2025-11-13 18:16:48
2	0	0	51671912	528404	126366372	0	0	0	53565	23800	42478	1	1	98	0	0	0	2025-11-13 18:16:53
2	0	0	51418264	528452	126374768	0	0	0	54635	41876	117725	7	3	90	0	0	0	2025-11-13 18:16:58
83	0	0	51331804	528456	126386876	0	0	0	63779	30029	72002	3	1	96	0	0	0	2025-11-13 18:17:03
2	0	0	51194716	528456	126393548	0	0	0	53094	31931	79387	5	2	94	0	0	0	2025-11-13 18:17:08
2	0	0	51024176	528460	126403660	0	0	0	64931	37246	114292	7	3	90	0	0	0	2025-11-13 18:17:13
4	0	0	50875276	528460	126410616	0	0	0	53111	24814	44755	1	1	99	0	0	0	2025-11-13 18:17:18
1	0	0	50743488	528468	126421040	0	0	0	54227	36477	106949	7	2	90	0	0	0	2025-11-13 18:17:23
