r	b	swpd	free	buff	cache	si	so	bi	bo	in	cs	us	sy	id	wa	st	gu	CST
13	0	0	15631560	520508	124059224	0	0	0	24611	130706	226022	10	1	89	0	0	0	2025-11-13 16:08:57
8	0	0	15553912	520548	124063188	0	0	0	5301	123983	260067	15	3	82	0	0	0	2025-11-13 16:09:02
11	0	0	15526076	520552	124063352	0	0	0	6612	107155	178564	9	1	90	0	0	0	2025-11-13 16:09:07
10	0	0	15504712	520552	124063700	0	0	0	4946	117369	195205	12	1	87	0	0	0	2025-11-13 16:09:12
16	0	0	15445912	520556	124064536	0	0	0	14973	137743	228488	16	1	83	0	0	0	2025-11-13 16:09:17
28	0	0	15369796	520560	124065136	0	0	0	26019	126253	210527	14	1	85	0	0	0	2025-11-13 16:09:22
71	0	0	15245448	520560	124066048	0	0	0	15578	186022	319954	29	1	70	0	0	0	2025-11-13 16:09:27
26	0	0	14947236	520560	124068560	0	0	0	67442	161660	264528	43	2	56	0	0	0	2025-11-13 16:09:32
46	0	0	14750152	520568	124070576	0	0	0	36312	175062	300825	38	2	60	0	0	0	2025-11-13 16:09:37
28	0	0	14464384	520572	124073148	0	0	0	62299	164852	264607	42	2	57	0	0	0	2025-11-13 16:09:42
16	0	0	14260128	520576	124075132	0	0	0	37966	162819	275446	28	1	71	0	0	0	2025-11-13 16:09:47
26	0	0	14255952	520580	124076268	0	0	0	18124	144261	240973	16	1	83	0	0	0	2025-11-13 16:09:52
10	0	0	14147048	520584	124078096	0	0	0	41387	158950	266593	30	1	68	0	0	0	2025-11-13 16:09:57
13	0	0	13987472	520636	124080636	0	0	0	6963	118445	197971	10	1	89	0	0	0	2025-11-13 16:10:02
16	0	0	14017208	520644	124080736	0	0	0	6020	115093	190554	10	1	89	0	0	0	2025-11-13 16:10:07
11	0	0	13944628	520648	124081344	0	0	0	21167	128495	198382	33	1	66	0	0	0	2025-11-13 16:10:12
14	0	0	13955296	520652	124081780	0	0	0	7297	103148	175893	8	1	91	0	0	0	2025-11-13 16:10:17
16	0	0	13913972	520656	124082188	0	0	0	4060	112080	187573	11	1	88	0	0	0	2025-11-13 16:10:22
13	0	0	14292184	520664	124084868	0	0	0	22122	143165	244725	16	1	83	0	0	0	2025-11-13 16:10:27
12	0	0	14258620	520668	124085240	0	0	0	5765	120994	201397	12	1	87	0	0	0	2025-11-13 16:10:32
14	0	0	14276560	520672	124085824	0	0	0	8737	110021	185315	10	1	89	0	0	0	2025-11-13 16:10:37
16	0	0	14252512	520676	124086212	0	0	0	12581	121636	204981	12	1	87	0	0	0	2025-11-13 16:10:42
9	0	0	14271312	520676	124086600	0	0	0	9625	123955	208101	13	1	86	0	0	0	2025-11-13 16:10:47
10	0	0	14234440	520680	124087860	0	0	0	18135	130488	224987	11	1	88	0	0	0	2025-11-13 16:10:52
17	0	0	14238188	520680	124088152	0	0	0	5384	124665	213199	10	1	89	0	0	0	2025-11-13 16:10:57
28	1	0	14041268	520748	124090128	0	0	0	18082	193939	346356	23	1	75	0	0	0	2025-11-13 16:11:02
24	0	0	14054548	520752	124090696	0	0	0	39480	172681	285366	25	1	73	0	0	0	2025-11-13 16:11:07
28	0	0	14011192	520752	124092168	0	0	0	31480	181166	299932	34	1	65	0	0	0	2025-11-13 16:11:12
7	0	0	13906092	520756	124093548	0	0	0	48140	154527	264602	21	1	78	0	0	0	2025-11-13 16:11:17
13	0	0	13854048	520760	124093872	0	0	0	24975	98816	165940	7	1	93	0	0	0	2025-11-13 16:11:22
33	0	0	13728872	520760	124100048	0	0	0	3504	156454	258603	31	1	68	0	0	0	2025-11-13 16:11:27
57	0	0	13709712	520768	124101624	0	0	0	33380	192037	330165	36	1	63	0	0	0	2025-11-13 16:11:32
43	0	0	13550824	520772	124104352	0	0	0	53659	166392	282470	41	2	57	0	0	0	2025-11-13 16:11:37
15	0	0	13485428	520772	124105496	0	0	0	45889	140754	246540	17	1	81	0	0	0	2025-11-13 16:11:42
21	0	0	13429880	520776	124106116	0	0	0	17799	132336	221443	15	1	84	0	0	0	2025-11-13 16:11:47
51	0	0	13432756	520776	124109956	0	0	0	14162	189069	394546	19	3	78	0	0	0	2025-11-13 16:11:52
5	0	0	13399896	520776	124110712	0	0	0	10350	115208	199397	10	1	89	0	0	0	2025-11-13 16:11:57
12	0	0	13257252	520828	124112000	0	0	0	7249	129161	226232	10	1	89	0	0	0	2025-11-13 16:12:02
18	0	0	13343128	520832	124112300	0	0	0	4366	115727	196687	11	1	88	0	0	0	2025-11-13 16:12:07
36	0	0	13315308	520832	124112728	0	0	0	17445	162810	289866	16	1	83	0	0	0	2025-11-13 16:12:12
11	0	0	13279028	520832	124113872	0	0	0	23822	165202	294127	26	1	72	0	0	0	2025-11-13 16:12:17
18	0	0	13223644	520836	124114260	0	0	0	36525	108545	181501	9	1	90	0	0	0	2025-11-13 16:12:22
24	0	0	13166164	520840	124115800	0	0	0	10258	158667	264385	32	1	67	0	0	0	2025-11-13 16:12:27
8	0	0	13056264	520848	124116660	0	0	0	53760	152393	273923	19	1	80	0	0	0	2025-11-13 16:12:32
9	0	0	13010356	520848	124117188	0	0	0	12477	102908	171988	8	1	91	0	0	0	2025-11-13 16:12:37
31	0	0	13047444	520856	124117656	0	0	0	3029	135061	226278	14	1	85	0	0	0	2025-11-13 16:12:42
1	0	0	12967940	520856	124119628	0	0	0	44746	141008	237547	29	1	69	0	0	0	2025-11-13 16:12:47
1	0	0	12929660	520860	124120772	0	0	0	16245	22220	41148	0	0	100	0	0	0	2025-11-13 16:12:52
2	0	0	12931392	520864	124121060	0	0	0	744	22459	40455	0	0	100	0	0	0	2025-11-13 16:12:57
0	0	0	12823420	520908	124121796	0	0	0	1657	23981	43188	0	0	100	0	0	0	2025-11-13 16:13:02
1	0	0	12872092	520916	124122304	0	0	0	2158	23620	41839	0	0	99	0	0	0	2025-11-13 16:13:07
0	0	0	12876460	520920	124122524	0	0	0	276	22491	42207	0	0	100	0	0	0	2025-11-13 16:13:12
1	0	0	12874824	520920	124122728	0	0	0	1215	24077	44996	0	0	100	0	0	0	2025-11-13 16:13:17
0	0	0	12866632	520928	124122976	0	0	0	1370	25025	46603	0	0	99	0	0	0	2025-11-13 16:13:22
3	0	0	63485652	520928	124123224	0	0	0	7989	28923	50029	0	1	99	0	0	0	2025-11-13 16:13:27
1	0	0	79006228	520932	124122116	0	0	0	685	21878	40077	0	0	99	0	0	0	2025-11-13 16:13:32
1	0	0	79001204	520936	124122360	0	0	1	899	22444	41441	0	0	99	0	0	0	2025-11-13 16:13:37
0	0	0	79004928	520940	124122652	0	0	0	202	21295	39813	0	0	100	0	0	0	2025-11-13 16:13:42
1	0	0	78996120	520944	124122948	0	0	0	676	22739	41968	0	0	100	0	0	0	2025-11-13 16:13:47
0	0	0	79004172	520948	124123988	0	0	0	633	23336	43436	0	0	100	0	0	0	2025-11-13 16:13:52
1	0	0	79010452	520952	124124216	0	0	0	180	24135	41993	0	0	100	0	0	0	2025-11-13 16:13:57
1	0	0	78899712	520968	124124416	0	0	0	1365	26335	46732	0	0	99	0	0	0	2025-11-13 16:14:02
0	0	0	79012532	521000	124124848	0	0	0	880	24482	42633	0	1	99	0	0	0	2025-11-13 16:14:07
1	0	0	79013996	521004	124125152	0	0	0	752	22708	41659	0	0	99	0	0	0	2025-11-13 16:14:12
0	0	0	79012992	521004	124125444	0	0	0	247	21838	40849	0	0	100	0	0	0	2025-11-13 16:14:17
1	0	0	79014132	521004	124125744	0	0	0	585	22326	41239	0	0	100	0	0	0	2025-11-13 16:14:22
1	0	0	79020076	521008	124125984	0	0	0	322	22526	41808	0	0	100	0	0	0	2025-11-13 16:14:27
1	0	0	79032128	521008	124126332	0	0	0	224	22004	41300	0	0	100	0	0	0	2025-11-13 16:14:32
1	1	0	79039176	521016	124126624	0	0	0	411	23426	43716	0	0	100	0	0	0	2025-11-13 16:14:37
0	0	0	79041820	521020	124126840	0	0	0	833	23108	42576	0	0	100	0	0	0	2025-11-13 16:14:42
0	0	0	79047720	521024	124127136	0	0	0	564	22566	41926	0	0	100	0	0	0	2025-11-13 16:14:47
2	0	0	79059012	521028	124128160	0	0	0	537	22558	41690	0	0	100	0	0	0	2025-11-13 16:14:52
0	0	0	79062460	521028	124131336	0	0	0	201	37476	113537	7	2	91	0	0	0	2025-11-13 16:14:57
6	0	0	78982384	521052	124131624	0	0	0	832	23237	42357	0	0	99	0	0	0	2025-11-13 16:15:02
0	0	0	79035480	521088	124132164	0	0	0	1026	25574	43721	0	0	99	0	0	0	2025-11-13 16:15:07
0	0	0	79036348	521092	124132304	0	0	0	600	24488	45447	0	0	100	0	0	0	2025-11-13 16:15:12
0	0	0	79046044	521100	124132480	0	0	0	630	23486	43537	0	0	100	0	0	0	2025-11-13 16:15:17
1	0	0	79048568	521100	124132836	0	0	0	280	22616	42109	0	0	100	0	0	0	2025-11-13 16:15:22
0	0	0	79046020	521100	124133140	0	0	4	625	23042	42739	0	0	100	0	0	0	2025-11-13 16:15:27
0	0	0	79046176	521104	124133432	0	0	0	255	23169	43337	0	0	100	0	0	0	2025-11-13 16:15:32
0	0	0	79041224	521112	124133660	0	0	0	192	22987	43013	0	0	100	0	0	0	2025-11-13 16:15:37
0	0	0	79043528	521120	124134012	0	0	4	628	23917	43956	0	0	99	0	0	0	2025-11-13 16:15:42
1	0	0	79033960	521124	124134292	0	0	15	296	22756	42278	0	0	99	0	0	0	2025-11-13 16:15:47
0	0	0	79054028	521128	124134588	0	0	0	562	22284	41031	0	0	99	0	0	0	2025-11-13 16:15:52
0	0	0	79060076	521128	124135616	0	0	0	210	22388	39774	0	0	99	0	0	0	2025-11-13 16:15:57
0	0	0	79057424	521132	124135908	0	0	0	635	22310	41401	0	0	100	0	0	0	2025-11-13 16:16:02
0	0	0	78997432	521188	124136256	0	0	0	1620	27728	46735	0	1	99	0	0	0	2025-11-13 16:16:07
0	0	0	82372124	521192	124083036	0	0	0	227	25125	46118	0	0	100	0	0	0	2025-11-13 16:16:12
84	0	0	55229584	521196	124082524	0	0	0	445	35082	41565	0	16	84	0	0	0	2025-11-13 16:16:17
3	0	0	23031324	521204	124083808	0	0	0	592	62556	85603	5	17	78	0	0	0	2025-11-13 16:16:22
1	0	0	23235044	521212	124084180	0	0	0	1297	29733	54791	1	0	98	0	0	0	2025-11-13 16:16:27
0	0	0	23294740	521220	124084476	0	0	0	254	22558	42304	0	0	100	0	0	0	2025-11-13 16:16:32
7	0	0	22993152	521220	124084860	0	0	0	701	38075	72715	4	1	96	0	0	0	2025-11-13 16:16:37
1	0	0	22934448	521220	124085728	0	0	0	823	47318	62323	6	1	94	0	0	0	2025-11-13 16:16:42
1	0	0	23029664	521228	124092284	0	0	0	573	30004	56047	1	0	99	0	0	0	2025-11-13 16:16:47
2	0	0	22999356	521228	124086380	0	0	0	212	28813	54103	1	0	99	0	0	0	2025-11-13 16:16:52
2	0	0	23017036	521228	124086736	0	0	0	688	30318	55141	1	0	99	0	0	0	2025-11-13 16:16:57
3	0	0	22510104	521236	124086280	0	0	0	677	41384	71276	3	0	97	0	0	0	2025-11-13 16:17:02
1	0	0	22727932	521300	124092944	0	0	0	2063	42065	67974	10	1	89	0	0	0	2025-11-13 16:17:07
0	0	0	22858952	521300	124086612	0	0	0	636	24326	45100	1	0	98	0	0	0	2025-11-13 16:17:12
0	0	0	22887424	521300	124086884	0	0	0	283	21607	40551	0	0	99	0	0	0	2025-11-13 16:17:17
0	0	0	22900628	521304	124087136	0	0	0	520	21425	40071	0	0	100	0	0	0	2025-11-13 16:17:22
0	0	0	22890972	521308	124087364	0	0	0	209	21149	39838	0	0	100	0	0	0	2025-11-13 16:17:27
1	0	0	22898564	521316	124087624	0	0	0	544	21605	40671	0	0	100	0	0	0	2025-11-13 16:17:32
0	0	0	22907096	521324	124087924	0	0	0	686	22595	42277	0	0	100	0	0	0	2025-11-13 16:17:37
2	0	0	22878956	521328	124088196	0	0	0	568	21994	40996	0	0	100	0	0	0	2025-11-13 16:17:42
1	0	0	22906252	521336	124088492	0	0	0	533	21615	40680	0	0	100	0	0	0	2025-11-13 16:17:47
0	0	0	22908800	521340	124088752	0	0	0	740	24373	45357	0	0	100	0	0	0	2025-11-13 16:17:52
0	0	0	22881520	521348	124092620	0	0	0	551	35846	103513	7	2	91	0	0	0	2025-11-13 16:17:57
0	0	0	23282808	521100	124087312	0	0	0	839	23050	42055	0	0	100	0	0	0	2025-11-13 16:18:02
0	0	0	23053156	521164	124088876	0	0	256	1150	26667	45311	0	0	99	0	0	0	2025-11-13 16:18:07
1	0	0	23054444	521168	124089024	0	0	0	442	23186	41802	0	0	100	0	0	0	2025-11-13 16:18:12
57	0	0	22187704	521172	124089296	0	0	0	2085	98422	134217	30	1	69	0	0	0	2025-11-13 16:18:17
12	0	0	22323272	521176	124089572	0	0	0	1272	149679	237134	27	1	72	0	0	0	2025-11-13 16:18:22
52	0	0	22074984	521180	124089864	0	0	0	7336	165598	260476	38	2	60	0	0	0	2025-11-13 16:18:27
20	0	0	22112660	521184	124090132	0	0	0	31389	165704	259596	32	1	66	0	0	0	2025-11-13 16:18:32
40	0	0	22047564	521188	124090408	0	0	0	14916	190385	321619	37	1	62	0	0	0	2025-11-13 16:18:37
84	0	0	22309812	521180	124088076	0	0	326	45571	185926	315176	24	1	75	0	0	0	2025-11-13 16:18:42
58	0	0	21854172	521184	124088308	0	0	0	28636	164831	246199	49	2	49	0	0	0	2025-11-13 16:18:47
20	0	0	22019372	521184	124087004	0	0	514	48944	180485	301256	32	1	67	0	0	0	2025-11-13 16:18:52
8	0	0	21759192	521192	124088056	0	0	0	29908	139807	236545	15	1	84	0	0	0	2025-11-13 16:18:57
11	0	0	21851860	521200	124080788	0	0	61	14365	108396	180813	9	1	91	0	0	0	2025-11-13 16:19:02
71	0	0	21592296	521240	124080496	0	0	0	4249	132811	221632	13	1	86	0	0	0	2025-11-13 16:19:07
60	0	0	21384584	521244	124080736	0	0	0	16616	172721	271132	40	1	58	0	0	0	2025-11-13 16:19:12
37	0	0	21046192	521248	124081032	0	0	0	61805	164625	267000	44	2	55	0	0	0	2025-11-13 16:19:17
39	0	0	20790184	521252	124081368	0	0	0	53135	174638	290660	29	1	69	0	0	0	2025-11-13 16:19:22
15	0	0	20774836	521252	124081616	0	0	0	22130	141086	237296	15	1	84	0	0	0	2025-11-13 16:19:27
8	0	0	20764388	521256	124081960	0	0	0	7365	110178	187711	9	1	90	0	0	0	2025-11-13 16:19:32
56	0	0	20715964	521264	124082200	0	0	0	9592	121293	203632	12	1	87	0	0	0	2025-11-13 16:19:37
45	0	0	20558672	521268	124082456	0	0	4	26755	158581	257726	38	1	60	0	0	0	2025-11-13 16:19:42
55	0	0	20366432	521272	124082804	0	0	0	34088	171958	290385	32	1	66	0	0	0	2025-11-13 16:19:47
72	0	0	20067472	521272	124083036	0	0	0	51774	161795	262402	42	2	56	0	0	0	2025-11-13 16:19:52
22	0	0	19862316	521276	124084068	0	0	0	44390	156665	265877	21	1	78	0	0	0	2025-11-13 16:19:57
7	0	0	19841428	521276	124084708	0	0	0	11102	109849	184786	9	1	90	0	0	0	2025-11-13 16:20:02
10	0	0	19893372	521068	124084892	0	0	0	5877	115681	193115	9	1	90	0	0	0	2025-11-13 16:20:07
21	0	0	19813160	521068	124085108	0	0	0	13081	140751	237432	15	1	84	0	0	0	2025-11-13 16:20:12
39	0	0	19864532	520820	124081920	0	0	155	26583	180345	311273	34	1	64	0	0	0	2025-11-13 16:20:17
21	0	0	19623952	520820	124082536	0	0	0	36833	202251	349743	29	1	70	0	0	0	2025-11-13 16:20:22
6	0	0	19496708	520820	124083192	0	0	0	27052	139974	237793	15	1	84	0	0	0	2025-11-13 16:20:27
64	0	0	19436768	520824	124083660	0	0	0	12829	124947	209879	12	1	87	0	0	0	2025-11-13 16:20:32
21	0	0	19421332	520828	124084364	0	0	0	20200	140204	230016	18	1	81	0	0	0	2025-11-13 16:20:37
18	0	0	19297360	520832	124085420	0	0	0	18390	179563	298926	23	1	76	0	0	0	2025-11-13 16:20:42
18	0	0	19004672	520840	124087116	0	0	0	52379	175250	298484	35	1	63	0	0	0	2025-11-13 16:20:47
36	0	0	18965664	520844	124087712	0	0	0	14853	120107	199977	12	1	87	0	0	0	2025-11-13 16:20:52
5	0	0	18683768	520844	124090228	0	0	0	37979	183460	311494	25	1	73	0	0	0	2025-11-13 16:20:57
6	0	0	18749756	520848	124093496	0	0	0	3844	122133	260800	14	3	83	0	0	0	2025-11-13 16:21:02
19	0	0	18587712	520888	124094856	0	0	0	4477	113441	188854	8	1	91	0	0	0	2025-11-13 16:21:07
61	0	0	18594436	520888	124095180	0	0	0	11168	145894	245734	16	1	83	0	0	0	2025-11-13 16:21:12
30	0	0	18478048	520632	124095948	0	0	0	51630	168148	284580	41	1	57	0	0	0	2025-11-13 16:21:17
16	0	0	18440524	520636	124096740	0	0	0	16169	129868	219467	15	1	84	0	0	0	2025-11-13 16:21:22
31	0	0	18418972	520388	124097128	0	0	0	24536	168426	284543	19	1	80	0	0	0	2025-11-13 16:21:27
42	0	0	18144476	520396	124098584	0	0	0	36660	208279	346709	26	1	72	0	0	0	2025-11-13 16:21:32
6	0	0	18101824	520400	124099464	0	0	0	11664	124823	207762	13	1	86	0	0	0	2025-11-13 16:21:37
13	0	0	18115252	520404	124099828	0	0	0	3806	109230	184115	10	1	90	0	0	0	2025-11-13 16:21:42
16	1	0	18098412	520408	124100372	0	0	0	341	123647	208995	13	1	86	0	0	0	2025-11-13 16:21:47
15	0	0	18021616	520408	124101196	0	0	0	9223	145380	237793	17	1	82	0	0	0	2025-11-13 16:21:52
8	0	0	17908996	520408	124101864	0	0	0	21693	151723	252396	18	1	81	0	0	0	2025-11-13 16:21:57
64	0	0	17775584	520416	124103920	0	0	0	25024	185806	330037	28	1	71	0	0	0	2025-11-13 16:22:02
10	0	0	17449824	520456	124108948	0	0	410	35969	165151	273053	31	2	68	0	0	0	2025-11-13 16:22:07
71	0	0	17327804	520456	124109564	0	0	0	34445	173400	296985	24	1	75	0	0	0	2025-11-13 16:22:12
38	0	0	17159368	520460	124110932	0	0	0	42657	169202	290848	28	1	70	0	0	0	2025-11-13 16:22:17
32	0	0	17028580	520460	124113312	0	0	0	28686	172362	287837	39	1	60	0	0	0	2025-11-13 16:22:22
23	0	0	17118240	520204	124114584	0	0	0	48715	184825	308784	27	1	72	0	0	0	2025-11-13 16:22:27
15	0	0	16960540	520208	124115264	0	0	0	20004	110269	186485	9	1	91	0	0	0	2025-11-13 16:22:32
15	0	0	17036800	520208	124111868	0	0	0	10917	124055	207507	12	1	87	0	0	0	2025-11-13 16:22:37
80	0	0	16795484	520212	124113108	0	0	0	12832	166701	285551	20	1	79	0	0	0	2025-11-13 16:22:42
18	0	0	16687624	520216	124113468	0	0	0	28252	117994	196029	11	1	88	0	0	0	2025-11-13 16:22:47
17	0	0	16604480	520224	124114716	0	0	0	8778	162183	275042	18	1	81	0	0	0	2025-11-13 16:22:52
12	0	0	16514872	520232	124115120	0	0	0	19497	113690	191984	10	1	89	0	0	0	2025-11-13 16:22:57
20	0	0	16483920	520236	124116408	0	0	0	4961	112055	189913	11	1	89	0	0	0	2025-11-13 16:23:02
15	0	0	16323592	520296	124117968	0	0	0	9693	159299	272486	18	1	81	0	0	0	2025-11-13 16:23:07
11	0	0	16283660	520300	124117820	0	0	0	20914	124632	215643	9	1	90	0	0	0	2025-11-13 16:23:12
11	0	0	16309696	520300	124118200	0	0	0	6426	106538	178811	8	1	92	0	0	0	2025-11-13 16:23:17
13	0	0	16299236	520308	124118540	0	0	0	5184	105148	175500	10	1	90	0	0	0	2025-11-13 16:23:22
32	0	0	16260384	520316	124118868	0	0	0	4194	122876	203331	14	1	85	0	0	0	2025-11-13 16:23:27
17	0	0	16202604	520320	124119700	0	0	0	17391	134204	223235	15	1	84	0	0	0	2025-11-13 16:23:32
18	0	0	16132416	520324	124120300	0	0	0	23502	127317	212244	14	1	85	0	0	0	2025-11-13 16:23:37
44	0	0	16089616	520328	124117364	0	0	0	14866	182674	311344	28	1	71	0	0	0	2025-11-13 16:23:42
71	0	0	15768908	520328	124119860	0	0	0	64155	158114	259763	40	2	59	0	0	0	2025-11-13 16:23:47
52	0	0	15678156	520076	124120260	0	0	0	38103	178715	304801	35	1	63	0	0	0	2025-11-13 16:23:52
95	0	0	15349256	520080	124123072	0	0	0	58108	161095	254693	42	2	56	0	0	0	2025-11-13 16:23:57
28	0	0	15096636	520084	124128296	0	0	0	44342	177297	353920	36	3	61	0	0	0	2025-11-13 16:24:02
32	0	0	14907416	520160	124131288	0	0	256	17847	155236	258910	16	1	83	0	0	0	2025-11-13 16:24:07
11	0	0	14886012	520164	124132480	0	0	0	42111	159677	276934	29	1	69	0	0	0	2025-11-13 16:24:12
14	0	0	14843900	520164	124132940	0	0	0	5603	107623	180569	9	1	90	0	0	0	2025-11-13 16:24:17
7	0	0	14852672	520168	124133340	0	0	0	6484	105364	177089	9	1	91	0	0	0	2025-11-13 16:24:22
24	0	0	14799152	520172	124134056	0	0	0	12039	144473	236842	22	1	77	0	0	0	2025-11-13 16:24:27
13	0	0	14774132	520176	124134560	0	0	0	16176	104747	178661	8	1	91	0	0	0	2025-11-13 16:24:32
36	0	0	14779852	520176	124135004	0	0	0	2974	109297	183567	10	1	89	0	0	0	2025-11-13 16:24:37
8	0	0	14605352	520184	124135684	0	0	0	11355	140671	233789	16	1	83	0	0	0	2025-11-13 16:24:42
13	0	0	14688800	520188	124136084	0	0	0	17379	112720	188367	11	1	89	0	0	0	2025-11-13 16:24:47
9	0	0	14881656	520192	124132328	0	0	0	6961	116160	193962	11	1	88	0	0	0	2025-11-13 16:24:52
10	0	0	14852552	520196	124132844	0	0	0	14168	122206	204762	13	1	86	0	0	0	2025-11-13 16:24:57
17	0	0	14917188	519948	124134148	0	0	0	7625	128134	215555	13	1	86	0	0	0	2025-11-13 16:25:02
7	0	0	14693036	519984	124136696	0	0	256	19102	138852	238999	12	1	87	0	0	0	2025-11-13 16:25:07
12	0	0	14685828	520000	124136836	0	0	0	2791	97995	164098	7	1	93	0	0	0	2025-11-13 16:25:12
30	0	0	14655576	520000	124137400	0	0	0	12525	177240	320337	18	1	81	0	0	0	2025-11-13 16:25:17
22	0	0	14691184	520004	124138252	0	0	0	31	165034	276346	22	1	77	0	0	0	2025-11-13 16:25:22
52	0	0	14648452	520008	124139420	0	0	0	39102	185129	318766	28	1	70	0	0	0	2025-11-13 16:25:27
9	0	0	14493968	520016	124141636	0	0	0	44967	182742	307177	35	1	63	0	0	0	2025-11-13 16:25:32
6	0	0	14354216	520020	124142072	0	0	0	54443	104970	175257	7	1	92	0	0	0	2025-11-13 16:25:37
44	0	0	14315436	520024	124142576	0	0	0	5146	126809	214287	12	1	87	0	0	0	2025-11-13 16:25:42
84	0	0	14296468	520028	124144248	0	0	0	11244	186698	317179	36	2	63	0	0	0	2025-11-13 16:25:47
39	0	0	13868288	520028	124146424	0	0	0	46270	178133	280882	43	1	55	0	0	0	2025-11-13 16:25:52
10	0	0	14032660	520028	124148516	0	0	0	55370	173834	298843	34	1	65	0	0	0	2025-11-13 16:25:57
46	0	0	14106404	520032	124145828	0	0	0	37208	129674	215555	14	1	85	0	0	0	2025-11-13 16:26:02
28	0	0	13903320	520068	124146864	0	0	0	10151	165352	285156	16	1	83	0	0	0	2025-11-13 16:26:07
14	0	0	14074224	519820	124147720	0	0	256	14635	133155	240500	10	1	89	0	0	0	2025-11-13 16:26:12
12	0	0	14038320	519824	124148008	0	0	0	6210	109484	191933	8	1	91	0	0	0	2025-11-13 16:26:17
14	0	0	14016512	519824	124148356	0	0	0	2574	103773	175354	9	1	90	0	0	0	2025-11-13 16:26:22
16	0	0	13974836	519824	124148808	0	0	0	10430	108879	183402	10	1	89	0	0	0	2025-11-13 16:26:27
27	0	0	13927828	519828	124149240	0	0	0	8780	132200	226398	14	1	85	0	0	0	2025-11-13 16:26:32
15	0	0	13837028	519828	124150416	0	0	0	17569	178243	314555	28	1	71	0	0	0	2025-11-13 16:26:37
12	0	0	13823928	519828	124150752	0	0	0	43968	102316	171187	8	1	92	0	0	0	2025-11-13 16:26:42
73	0	0	13801916	519832	124151720	0	0	0	2480	144717	240913	23	1	75	0	0	0	2025-11-13 16:26:47
12	0	0	13743008	519840	124153072	0	0	0	45518	174769	310890	27	1	72	0	0	0	2025-11-13 16:26:52
12	0	0	13684036	519840	124153652	0	0	0	23632	103467	171425	8	1	91	0	0	0	2025-11-13 16:26:57
17	0	0	13644396	519840	124154044	0	0	0	5937	99841	165875	7	1	92	0	0	0	2025-11-13 16:27:02
57	0	0	13664368	519844	124159060	0	0	0	4053	157383	316453	31	3	65	0	0	0	2025-11-13 16:27:07
1	0	0	13484288	519896	124162244	0	0	256	49315	106882	177451	17	1	82	0	0	0	2025-11-13 16:27:12
0	0	0	13716164	519644	124162552	0	0	0	11543	21983	40941	0	0	99	0	0	0	2025-11-13 16:27:17
0	0	0	13703636	519652	124162844	0	0	0	189	20970	39490	0	0	99	0	0	0	2025-11-13 16:27:22
0	0	0	13781436	519652	124158952	0	0	0	216	21128	39699	0	0	99	0	0	0	2025-11-13 16:27:27
0	0	0	13744508	519652	124159184	0	0	0	228	21072	39640	0	0	100	0	0	0	2025-11-13 16:27:32
0	0	0	13716620	519660	124159488	0	0	0	213	22634	41700	0	0	99	0	0	0	2025-11-13 16:27:37
0	0	0	13693232	519668	124159780	0	0	0	846	21456	40216	0	0	100	0	0	0	2025-11-13 16:27:42
0	0	0	13680740	519676	124160076	0	0	0	665	21489	40278	0	0	100	0	0	0	2025-11-13 16:27:47
1	0	0	13664260	519680	124160360	0	0	0	673	21298	40100	0	0	100	0	0	0	2025-11-13 16:27:52
0	0	0	13676372	519688	124160640	0	0	0	230	22420	39699	0	0	100	0	0	0	2025-11-13 16:27:57
3	0	0	13670244	519692	124160936	0	0	0	727	21887	41308	0	0	100	0	0	0	2025-11-13 16:28:02
0	0	0	13666580	519700	124161916	0	0	0	405	22244	40975	0	0	100	0	0	0	2025-11-13 16:28:07
0	0	0	13536584	519756	124162796	0	0	0	1605	25063	44531	0	0	99	0	0	0	2025-11-13 16:28:12
0	0	0	13571396	519760	124162808	0	0	0	1626	23512	43005	0	0	99	0	0	0	2025-11-13 16:28:17
0	0	0	13569168	519764	124163156	0	0	0	1287	22208	41880	0	0	100	0	0	0	2025-11-13 16:28:22
0	0	0	13871712	519508	124161992	0	0	1377	235	22166	42127	0	0	100	0	0	0	2025-11-13 16:28:27
0	0	0	13843360	519516	124162252	0	0	0	175	22164	41778	0	0	99	0	0	0	2025-11-13 16:28:32
1	0	0	13951856	519260	124162504	0	0	0	199	21219	39840	0	0	99	0	0	0	2025-11-13 16:28:37
0	0	0	13901796	519264	124162680	0	0	0	691	21809	40819	0	0	99	0	0	0	2025-11-13 16:28:42
1	0	0	13885232	519268	124163076	0	0	0	294	21134	40106	0	0	100	0	0	0	2025-11-13 16:28:47
2	0	0	13869796	519272	124163368	0	0	0	543	22828	43033	0	0	100	0	0	0	2025-11-13 16:28:52
1	0	0	13857500	519280	124163620	0	0	0	316	22706	40264	0	0	100	0	0	0	2025-11-13 16:28:57
0	0	0	13842364	519280	124163892	0	0	0	630	21217	40164	0	0	100	0	0	0	2025-11-13 16:29:02
0	0	0	13827000	519288	124164960	0	0	0	616	23570	43457	0	0	100	0	0	0	2025-11-13 16:29:07
0	0	0	13667904	519348	124167908	0	0	410	1605	23923	43173	0	0	100	0	0	0	2025-11-13 16:29:12
1	0	0	13699864	519356	124168120	0	0	0	217	21637	40088	0	0	100	0	0	0	2025-11-13 16:29:17
0	0	0	13708380	519360	124168360	0	0	0	210	21470	40808	0	0	100	0	0	0	2025-11-13 16:29:22
